holdout,method,seed_group,method_group,representation,adapter,n_seeds,attack_high_detection_mean,attack_high_detection_std,attack_high_detection_min,attack_high_detection_max,ood_high_alarm_mean,ood_high_alarm_max,feasible_rate,roc_auc_mean,pr_auc_mean,threshold_mean,feature_dim,selected_feature_count,margin_weight,hard_negative_count,parameter_count,train_time_mean,inference_time_mean
chrono_late_train_early_eval,selected_source_rich_top16_fixed_guard_lr,heldout_47_51,B_representation_repair,selected_source_rich_top16,fixed_guard_lr,5,0.6637478108581436,0.0,0.6637478108581436,0.6637478108581436,0.0031,0.0031,1.0,0.972716783420899,0.943102629218194,4.9014033985759395,16,16,,0,17,0.10375308003276587,0.007464039977639914
chrono_late_train_early_eval,selected_source_rich_top32_fixed_guard_lr,heldout_47_51,B_representation_repair,selected_source_rich_top32,fixed_guard_lr,5,0.7314652656158785,0.0,0.7314652656158785,0.7314652656158785,0.0097,0.0097,1.0,0.9806204028021016,0.9612652574285201,-0.46364417869220853,32,32,,0,33,0.2896752400323749,0.011449440009891986
chrono_late_train_early_eval,baseline_original100_kcenter32_fixed_guard,main_42_46,A_baseline,original100,fixed_guard_lr,5,0.6798015178050204,0.0,0.6798015178050204,0.6798015178050204,0.0018,0.0018,1.0,0.705273963806188,0.7560938824515404,-3.203347693811287,100,0,,0,101,,
chrono_late_train_early_eval,baseline_original100_random32_fixed_guard,main_42_46,A_baseline,original100,fixed_guard_lr,5,0.6918272037361355,0.005186208018591736,0.6827203736135435,0.695563339171045,0.00152,0.0017,1.0,0.7201123876240514,0.7688526724278277,-3.4298183240998874,100,0,,0,101,,
chrono_late_train_early_eval,original100_margin_hardneg_w2,main_42_46,C_margin_deviation_adapter,original100,hard_negative_margin_lr,5,0.6789258610624636,0.0,0.6789258610624636,0.6789258610624636,0.0018,0.0018,1.0,0.7050734967892587,0.755834738188154,-3.2182522807486174,100,0,2.0,100,101,1.1507451599929481,0.03836096008308232
chrono_late_train_early_eval,original100_margin_hardneg_w4,main_42_46,C_margin_deviation_adapter,original100,hard_negative_margin_lr,5,0.6780502043199066,0.0,0.6780502043199066,0.6780502043199066,0.0016,0.0016,1.0,0.7049050204319907,0.7556210830824435,-3.2135554928791286,100,0,4.0,100,101,1.1536650000140072,0.037437699967995286
chrono_late_train_early_eval,original100_margin_hardneg_w8,main_42_46,C_margin_deviation_adapter,original100,hard_negative_margin_lr,5,0.6777583187390543,0.0,0.6777583187390543,0.6777583187390543,0.0016,0.0016,1.0,0.7046405720957385,0.755278526011729,-3.2092379684982886,100,0,8.0,100,101,1.174977339990437,0.03778212000615895
chrono_late_train_early_eval,original100_plus_selected_source_rich_top16_fixed_guard_lr,main_42_46,B_representation_repair,original100_plus_selected_source_rich_top16,fixed_guard_lr,5,0.6970227670753065,0.0,0.6970227670753065,0.6970227670753065,0.0022,0.0022,1.0,0.7218333917104496,0.7778023619182223,-3.517205443450179,116,16,,0,117,1.2540146599523723,0.04680759999901056
chrono_late_train_early_eval,original100_plus_selected_source_rich_top32_fixed_guard_lr,main_42_46,B_representation_repair,original100_plus_selected_source_rich_top32,fixed_guard_lr,5,0.7019848219497957,0.0,0.7019848219497957,0.7019848219497957,0.0037000000000000006,0.0037,1.0,0.7249630472854641,0.7800878528900268,-4.508795654769984,132,32,,0,133,1.4756335999816657,0.05060314005240798
chrono_late_train_early_eval,original100_plus_selected_source_rich_top32_margin_hardneg_w2,main_42_46,C_margin_deviation_adapter,original100_plus_selected_source_rich_top32,hard_negative_margin_lr,5,0.7014010507880911,0.0,0.7014010507880911,0.7014010507880911,0.0031,0.0031,1.0,0.7246281085814361,0.779796311636163,-4.5079351943178425,132,32,2.0,100,133,1.4592449400108307,0.048866359936073425
chrono_late_train_early_eval,original100_plus_selected_source_rich_top32_margin_hardneg_w4,main_42_46,C_margin_deviation_adapter,original100_plus_selected_source_rich_top32,hard_negative_margin_lr,5,0.6999416228838296,0.0,0.6999416228838296,0.6999416228838296,0.0028,0.0028,1.0,0.7243772621132516,0.7795758995932572,-4.458583522330181,132,32,4.0,100,133,1.499869060050696,0.0486438799649477
chrono_late_train_early_eval,original100_plus_selected_source_rich_top32_margin_hardneg_w8,main_42_46,C_margin_deviation_adapter,original100_plus_selected_source_rich_top32,hard_negative_margin_lr,5,0.699357851722125,0.0,0.699357851722125,0.699357851722125,0.0023,0.0023,1.0,0.7240274372446001,0.7792742703303734,-4.417079849331874,132,32,8.0,100,133,1.4888885000254959,0.048109280038625
chrono_late_train_early_eval,selected_source_rich_top16_fixed_guard_lr,main_42_46,B_representation_repair,selected_source_rich_top16,fixed_guard_lr,5,0.6637478108581436,0.0,0.6637478108581436,0.6637478108581436,0.0031,0.0031,1.0,0.972716783420899,0.943102629218194,4.9014033985759395,16,16,,0,17,0.10313017992302775,0.007406079955399036
chrono_late_train_early_eval,selected_source_rich_top32_fixed_guard_lr,main_42_46,B_representation_repair,selected_source_rich_top32,fixed_guard_lr,5,0.7314652656158785,0.0,0.7314652656158785,0.7314652656158785,0.0097,0.0097,1.0,0.9806204028021016,0.9612652574285201,-0.46364417869220853,32,32,,0,33,0.28896276000887156,0.013459980022162199
holdout_bin_2,baseline_original100_kcenter32_fixed_guard,heldout_47_51,A_baseline,original100,fixed_guard_lr,5,0.3264094955489614,0.0,0.3264094955489614,0.3264094955489614,0.0011,0.0011,1.0,0.3912014094955489,0.40456989791595277,-3.126371385544741,100,0,,0,101,,
holdout_bin_2,baseline_original100_random32_fixed_guard,heldout_47_51,A_baseline,original100,fixed_guard_lr,5,0.222700296735905,0.02075428492806378,0.1995548961424332,0.2477744807121661,0.00148,0.0018,1.0,0.2938357418397626,0.2874527532384549,-3.476912792399278,100,0,,0,101,,
holdout_bin_2,original100_margin_hardneg_w2,heldout_47_51,C_margin_deviation_adapter,original100,hard_negative_margin_lr,5,0.3264094955489614,0.0,0.3264094955489614,0.3264094955489614,0.001,0.001,1.0,0.39031476261127596,0.404090011904536,-3.133703564410576,100,0,2.0,100,101,0.9923357600346208,0.03630532003007829
holdout_bin_2,original100_margin_hardneg_w4,heldout_47_51,C_margin_deviation_adapter,original100,hard_negative_margin_lr,5,0.3249258160237389,0.0,0.3249258160237389,0.3249258160237389,0.001,0.001,1.0,0.3895617952522255,0.4036949210827331,-3.139623882158124,100,0,4.0,100,101,0.9732222600374371,0.036670679971575734
holdout_bin_2,original100_margin_hardneg_w8,heldout_47_51,C_margin_deviation_adapter,original100,hard_negative_margin_lr,5,0.32270029673590506,0.0,0.32270029673590506,0.32270029673590506,0.0012,0.0012,1.0,0.3883468100890207,0.4028169084094597,-3.136008448796461,100,0,8.0,100,101,0.991786739975214,0.033645699918270114
holdout_bin_2,original100_plus_selected_source_rich_top16_fixed_guard_lr,heldout_47_51,B_representation_repair,original100_plus_selected_source_rich_top16,fixed_guard_lr,5,0.3775964391691395,0.0,0.3775964391691395,0.3775964391691395,0.0008,0.0008,1.0,0.4320060089020772,0.4546790682635596,-3.2305800795207773,116,16,,0,117,1.159585259994492,0.041244799923151734
holdout_bin_2,original100_plus_selected_source_rich_top32_fixed_guard_lr,heldout_47_51,B_representation_repair,original100_plus_selected_source_rich_top32,fixed_guard_lr,5,0.40281899109792285,0.0,0.40281899109792285,0.40281899109792285,0.0021,0.0021,1.0,0.45309621661721067,0.4754687407299799,-4.246583352643144,132,32,,0,133,1.4459658200852572,0.04659191993996501
holdout_bin_2,original100_plus_selected_source_rich_top32_margin_hardneg_w2,heldout_47_51,C_margin_deviation_adapter,original100_plus_selected_source_rich_top32,hard_negative_margin_lr,5,0.4035608308605341,0.0,0.4035608308605341,0.4035608308605341,0.0015,0.0015,1.0,0.45330037091988135,0.47595626385006284,-4.248866533026471,132,32,2.0,100,133,1.5090831400360911,0.046921940008178356
holdout_bin_2,original100_plus_selected_source_rich_top32_margin_hardneg_w4,heldout_47_51,C_margin_deviation_adapter,original100_plus_selected_source_rich_top32,hard_negative_margin_lr,5,0.4035608308605341,0.0,0.4035608308605341,0.4035608308605341,0.0011,0.0011,1.0,0.4536244807121661,0.47633980665303516,-4.265476519457254,132,32,4.0,100,133,1.4662491200491785,0.04416026002727449
holdout_bin_2,original100_plus_selected_source_rich_top32_margin_hardneg_w8,heldout_47_51,C_margin_deviation_adapter,original100_plus_selected_source_rich_top32,hard_negative_margin_lr,5,0.4035608308605341,0.0,0.4035608308605341,0.4035608308605341,0.0007,0.0007,1.0,0.4543204005934718,0.47712942523067375,-4.198073920493092,132,32,8.0,100,133,1.5253972999751568,0.04649641993455589
holdout_bin_2,selected_source_rich_top16_fixed_guard_lr,heldout_47_51,B_representation_repair,selected_source_rich_top16,fixed_guard_lr,5,0.6172106824925816,0.0,0.6172106824925816,0.6172106824925816,0.0031,0.0031,1.0,0.9001278931750744,0.751913278526875,2.1805875526183174,16,16,,0,17,0.11669855997897685,0.005945180030539632
holdout_bin_2,selected_source_rich_top32_fixed_guard_lr,heldout_47_51,B_representation_repair,selected_source_rich_top32,fixed_guard_lr,5,0.8093471810089021,0.0,0.8093471810089021,0.8093471810089021,0.006799999999999999,0.0068,1.0,0.9406764094955488,0.8874848250315692,-1.9876145615455427,32,32,,0,33,0.26492498004809023,0.012719859974458814
holdout_bin_2,baseline_original100_kcenter32_fixed_guard,main_42_46,A_baseline,original100,fixed_guard_lr,5,0.3264094955489614,0.0,0.3264094955489614,0.3264094955489614,0.0011,0.0011,1.0,0.3912014094955489,0.40456989791595277,-3.126371385544741,100,0,,0,101,,
holdout_bin_2,baseline_original100_random32_fixed_guard,main_42_46,A_baseline,original100,fixed_guard_lr,5,0.32121661721068245,0.10300091808966884,0.2329376854599406,0.4525222551928783,0.0015400000000000001,0.003,1.0,0.4011678783382789,0.38782756669170343,-3.8304524225214047,100,0,,0,101,,
holdout_bin_2,original100_margin_hardneg_w2,main_42_46,C_margin_deviation_adapter,original100,hard_negative_margin_lr,5,0.3264094955489614,0.0,0.3264094955489614,0.3264094955489614,0.001,0.001,1.0,0.39031476261127596,0.404090011904536,-3.133703564410576,100,0,2.0,100,101,0.9946544799953699,0.03782478007487953
holdout_bin_2,original100_margin_hardneg_w4,main_42_46,C_margin_deviation_adapter,original100,hard_negative_margin_lr,5,0.3249258160237389,0.0,0.3249258160237389,0.3249258160237389,0.001,0.001,1.0,0.3895617952522255,0.4036949210827331,-3.139623882158124,100,0,4.0,100,101,0.9963414799422026,0.03472675997763872
holdout_bin_2,original100_margin_hardneg_w8,main_42_46,C_margin_deviation_adapter,original100,hard_negative_margin_lr,5,0.32270029673590506,0.0,0.32270029673590506,0.32270029673590506,0.0012,0.0012,1.0,0.3883468100890207,0.4028169084094597,-3.136008448796461,100,0,8.0,100,101,0.9958452799823135,0.03661142000928521
holdout_bin_2,original100_plus_selected_source_rich_top16_fixed_guard_lr,main_42_46,B_representation_repair,original100_plus_selected_source_rich_top16,fixed_guard_lr,5,0.3775964391691395,0.0,0.3775964391691395,0.3775964391691395,0.0008,0.0008,1.0,0.4320060089020772,0.4546790682635596,-3.2305800795207773,116,16,,0,117,1.1737876600585877,0.04467678000219166
holdout_bin_2,original100_plus_selected_source_rich_top32_fixed_guard_lr,main_42_46,B_representation_repair,original100_plus_selected_source_rich_top32,fixed_guard_lr,5,0.40281899109792285,0.0,0.40281899109792285,0.40281899109792285,0.0021,0.0021,1.0,0.45309621661721067,0.4754687407299799,-4.246583352643144,132,32,,0,133,1.4622776999138296,0.04918569996953011
holdout_bin_2,original100_plus_selected_source_rich_top32_margin_hardneg_w2,main_42_46,C_margin_deviation_adapter,original100_plus_selected_source_rich_top32,hard_negative_margin_lr,5,0.4035608308605341,0.0,0.4035608308605341,0.4035608308605341,0.0015,0.0015,1.0,0.45330037091988135,0.47595626385006284,-4.248866533026471,132,32,2.0,100,133,1.503811619989574,0.04908638009801507
holdout_bin_2,original100_plus_selected_source_rich_top32_margin_hardneg_w4,main_42_46,C_margin_deviation_adapter,original100_plus_selected_source_rich_top32,hard_negative_margin_lr,5,0.4035608308605341,0.0,0.4035608308605341,0.4035608308605341,0.0011,0.0011,1.0,0.4536244807121661,0.47633980665303516,-4.265476519457254,132,32,4.0,100,133,1.4747516600880772,0.04559913999401033
holdout_bin_2,original100_plus_selected_source_rich_top32_margin_hardneg_w8,main_42_46,C_margin_deviation_adapter,original100_plus_selected_source_rich_top32,hard_negative_margin_lr,5,0.4035608308605341,0.0,0.4035608308605341,0.4035608308605341,0.0007,0.0007,1.0,0.4543204005934718,0.47712942523067375,-4.198073920493092,132,32,8.0,100,133,1.50819142004475,0.04751216000877321
holdout_bin_2,selected_source_rich_top16_fixed_guard_lr,main_42_46,B_representation_repair,selected_source_rich_top16,fixed_guard_lr,5,0.6172106824925816,0.0,0.6172106824925816,0.6172106824925816,0.0031,0.0031,1.0,0.9001278931750744,0.751913278526875,2.1805875526183174,16,16,,0,17,0.12077462002635002,0.006431959988549352
holdout_bin_2,selected_source_rich_top32_fixed_guard_lr,main_42_46,B_representation_repair,selected_source_rich_top32,fixed_guard_lr,5,0.8093471810089021,0.0,0.8093471810089021,0.8093471810089021,0.006799999999999999,0.0068,1.0,0.9406764094955488,0.8874848250315692,-1.9876145615455427,32,32,,0,33,0.25568856005556884,0.011243180092424154
