strategy,feature_index,feature_name,finite_rate,nan_count,inf_count,constant_finite,min,max,mean,std
reset_at_split_boundary,0,MI_dir_5_weight,1.0,0,0,False,1.0,9.542826652526855,1.6075688600540161,1.1758077144622803
reset_at_split_boundary,1,MI_dir_5_mean,1.0,0,0,False,42.0,1514.0,159.7749786376953,341.6246643066406
reset_at_split_boundary,2,MI_dir_5_std,1.0,0,0,False,0.0,513994.15625,8381.279296875,49486.41796875
reset_at_split_boundary,3,MI_dir_3_weight,1.0,0,0,False,1.0,9.796599388122559,1.654343843460083,1.21340811252594
reset_at_split_boundary,4,MI_dir_3_mean,1.0,0,0,False,42.0,1513.9840087890625,157.75003051757812,334.16119384765625
reset_at_split_boundary,5,MI_dir_3_std,1.0,0,0,False,0.0,516453.34375,10825.6328125,58307.1875
reset_at_split_boundary,6,MI_dir_1_weight,1.0,0,0,False,1.0,11.096583366394043,1.8308355808258057,1.381057858467102
reset_at_split_boundary,7,MI_dir_1_mean,1.0,0,0,False,42.0,1496.7279052734375,149.67990112304688,299.6103515625
reset_at_split_boundary,8,MI_dir_1_std,1.0,0,0,False,0.0,521010.46875,21965.25390625,83334.3828125
reset_at_split_boundary,9,MI_dir_0.1_weight,1.0,0,0,False,1.0,15.819941520690918,2.8889334201812744,2.4128549098968506
reset_at_split_boundary,10,MI_dir_0.1_mean,1.0,0,0,False,42.0,1156.7735595703125,144.16554260253906,211.21527099609375
reset_at_split_boundary,11,MI_dir_0.1_std,1.0,0,0,False,0.0,525900.0,56824.29296875,143782.140625
reset_at_split_boundary,12,MI_dir_0.01_weight,1.0,0,0,False,1.0,45.09587860107422,12.39716911315918,12.313078880310059
reset_at_split_boundary,13,MI_dir_0.01_mean,1.0,0,0,False,42.0,725.8264770507812,153.74720764160156,189.57447814941406
reset_at_split_boundary,14,MI_dir_0.01_std,1.0,0,0,False,0.0,516746.5,75700.046875,164205.6875
reset_at_split_boundary,15,H_5_weight,1.0,0,0,False,1.0,18.08565330505371,2.2151377201080322,2.3516154289245605
reset_at_split_boundary,16,H_5_mean,1.0,0,0,False,42.0,1514.0,159.29441833496094,342.0318298339844
reset_at_split_boundary,17,H_5_std,1.0,0,0,False,0.0,517199.71875,8263.9736328125,50337.5546875
reset_at_split_boundary,18,H_3_weight,1.0,0,0,False,1.0,18.593198776245117,2.308687686920166,2.42681622505188
reset_at_split_boundary,19,H_3_mean,1.0,0,0,False,42.0,1513.9822998046875,156.81011962890625,333.4989013671875
reset_at_split_boundary,20,H_3_std,1.0,0,0,False,0.0,514808.6875,10823.0087890625,59168.23046875
reset_at_split_boundary,21,H_1_weight,1.0,0,0,False,1.0,21.193166732788086,2.6616711616516113,2.762115716934204
reset_at_split_boundary,22,H_1_mean,1.0,0,0,False,42.0,1494.8341064453125,147.38609313964844,292.9812316894531
reset_at_split_boundary,23,H_1_std,1.0,0,0,False,0.0,521683.625,23395.20703125,87648.7265625
reset_at_split_boundary,24,H_0.1_weight,1.0,0,0,False,1.0,30.639883041381836,4.777866840362549,4.825709819793701
reset_at_split_boundary,25,H_0.1_mean,1.0,0,0,False,42.0,1128.2354736328125,143.659912109375,208.48570251464844
reset_at_split_boundary,26,H_0.1_std,1.0,0,0,False,0.0,525310.125,57313.84765625,143511.546875
reset_at_split_boundary,27,H_0.01_weight,1.0,0,0,False,1.0,89.19175720214844,23.79433822631836,24.626157760620117
reset_at_split_boundary,28,H_0.01_mean,1.0,0,0,False,42.0,714.000732421875,153.66314697265625,189.39755249023438
reset_at_split_boundary,29,H_0.01_std,1.0,0,0,False,0.0,509291.0625,75672.5546875,164154.671875
reset_at_split_boundary,30,HH_5_weight_0,1.0,0,0,False,2.0,19.08565330505371,3.2151377201080322,2.3516154289245605
reset_at_split_boundary,31,HH_5_mean_0,1.0,0,0,False,42.0,1514.0,159.7749786376953,341.6246643066406
reset_at_split_boundary,32,HH_5_std_0,1.0,0,0,False,0.0,513994.15625,8381.279296875,49486.41796875
reset_at_split_boundary,33,HH_5_radius_0_1,1.0,0,0,False,0.0,513994.15625,15646.9580078125,61806.19921875
reset_at_split_boundary,34,HH_5_magnitude_0_1,1.0,0,0,False,42.0,1515.5262451171875,225.08889770507812,396.004638671875
