strategy,state_id,role,split_role,pcap_member,csv_member,record_start_ts,feature_rows_emitted,packets_scanned,pre_record_packets,state_hash_before,state_hash_after
reset_at_split_boundary,reset::id_benign_train::iotsim-cooler-motor-8,id_benign_train,ID_benign_train,raw/benign/iotsim-cooler-motor-8_0-0_to_OpenvSwitch-18_8-0.pcap,processed/iotsim-cooler-motor-8.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,fa4b24b06a8a41da55d2c3d6cace9ca66ae5eb8b2c5e1a1227fcbbd0c4cfa003
reset_at_split_boundary,reset::id_benign_train::iotsim-cooler-motor-9,id_benign_train,ID_benign_train,raw/benign/iotsim-cooler-motor-9_0-0_to_OpenvSwitch-18_9-0.pcap,processed/iotsim-cooler-motor-9.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,1313ecd38f5457e899517b2a4310918163397c32c6fdbbbb04766bbb87b9d072
reset_at_split_boundary,reset::id_benign_train::iotsim-combined-cycle-tls-1,id_benign_train,ID_benign_train,raw/benign/iotsim-combined-cycle-tls-1_0-0_to_OpenvSwitch-14_1-0.pcap,processed/iotsim-combined-cycle-tls-1.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,4c26e3dcb4b372706e5ddde380f0222fed67beb1680a9a48c6713b19200df03a
reset_at_split_boundary,reset::id_benign_train::iotsim-combined-cycle-tls-2,id_benign_train,ID_benign_train,raw/benign/iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0.pcap,processed/iotsim-combined-cycle-tls-2.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,1607503a5170214ebff7614ec590bf9d31d8b9024432d4bba6341fdae6e9c1a2
reset_at_split_boundary,reset::ood_benign_val::iotsim-building-monitor-3,ood_benign_val,OOD_benign_val,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap,processed/iotsim-building-monitor-3.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,7c6a3c609184de8e6ab3e04f9cb3d4f0b5fe662fd0158d3cbb2a9442de22ae17
reset_at_split_boundary,reset::ood_benign_val::iotsim-building-monitor-4,ood_benign_val,OOD_benign_val,raw/benign/iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0.pcap,processed/iotsim-building-monitor-4.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,3f9a4918d8bd962a86ce3c8e334e035976ffd56f6db98957b4c1b4c76c1197e6
reset_at_split_boundary,reset::ood_benign_val::iotsim-predictive-maintenance-8,ood_benign_val,OOD_benign_val,raw/benign/iotsim-predictive-maintenance-8_0-0_to_OpenvSwitch-19_8-0.pcap,processed/iotsim-predictive-maintenance-8.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,7459f02e221e4f0c0e1a46051b686d96c3350ec619ecd39830aaec81d28dbb75
reset_at_split_boundary,reset::ood_benign_val::iotsim-predictive-maintenance-9,ood_benign_val,OOD_benign_val,raw/benign/iotsim-predictive-maintenance-9_0-0_to_OpenvSwitch-19_9-0.pcap,processed/iotsim-predictive-maintenance-9.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,07af00541d0ef97be9fa22944cd1c0594df8924dadd75e2cd95af6366ed91e21
reset_at_split_boundary,reset::final_ood_benign_eval::iotsim-hydraulic-system-8,final_ood_benign_eval,final_OOD_benign_eval,raw/benign/iotsim-hydraulic-system-8_0-0_to_OpenvSwitch-15_8-0.pcap,processed/iotsim-hydraulic-system-8.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,3ed3b2b220b311d664a58d4a0b6d176f6c8cc08b15645ac8ef34ff63792ff442
reset_at_split_boundary,reset::final_ood_benign_eval::iotsim-hydraulic-system-9,final_ood_benign_eval,final_OOD_benign_eval,raw/benign/iotsim-hydraulic-system-9_0-0_to_OpenvSwitch-15_9-0.pcap,processed/iotsim-hydraulic-system-9.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,43c09e30506c24b975d7b4bdc760d6a2af48bc80c549b5ea2c9c1f0eb1663fa9
