sample_file_id,archive_path,row_index_within_file,global_sample_row_id,frame.time,parsed_timestamp,label,binary_label,attack_type,device,device_family,protocol_inferred,source_capture_inferred,frame.protocols,ip.src,ip.dst,pcap_counterpart_path,row_order_bucket,time_bucket,source_file_hash,sample_hash,extraction_mode
file_01,processed/iotsim-combined-cycle-2.csv,1,0,"Jan 14, 2025 18:44:53.503965000 GMT",2025-01-14T18:44:53.503965+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,eb0e99a00b313ec1,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,2,1,"Jan 14, 2025 18:44:53.506900000 GMT",2025-01-14T18:44:53.506900+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,64b5cf2b90c938e2,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,3,2,"Jan 14, 2025 18:44:53.980115000 GMT",2025-01-14T18:44:53.980115+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,b2163873ea53a25e,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,4,3,"Jan 14, 2025 18:44:53.980235000 GMT",2025-01-14T18:44:53.980235+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,11c066dfa1f14f0a,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,5,4,"Jan 14, 2025 18:44:54.714667000 GMT",2025-01-14T18:44:54.714667+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,09b9a7c3a45fb5c4,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,6,5,"Jan 14, 2025 18:44:54.714784000 GMT",2025-01-14T18:44:54.714784+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,b4abb4c4960ef2e6,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,7,6,"Jan 14, 2025 18:44:55.416430000 GMT",2025-01-14T18:44:55.416430+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,7d61484aaa76afc0,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,8,7,"Jan 14, 2025 18:44:55.416588000 GMT",2025-01-14T18:44:55.416588+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,462c523a713e5522,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,9,8,"Jan 14, 2025 18:44:55.932933000 GMT",2025-01-14T18:44:55.932933+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,8ce13e6030de3a1d,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,10,9,"Jan 14, 2025 18:44:55.933054000 GMT",2025-01-14T18:44:55.933054+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,c1e0a3deda1fa55a,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,11,10,"Jan 14, 2025 18:49:21.301489000 GMT",2025-01-14T18:49:21.301489+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,39bf9a17cc6f663c,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,12,11,"Jan 14, 2025 18:49:21.304127000 GMT",2025-01-14T18:49:21.304127+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,e3514dca40fbc297,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,13,12,"Jan 14, 2025 18:50:22.788924000 GMT",2025-01-14T18:50:22.788924+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,982accca307e8208,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,14,13,"Jan 14, 2025 18:50:22.789084000 GMT",2025-01-14T18:50:22.789084+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,50d14e393739fa22,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,15,14,"Jan 14, 2025 18:50:23.048769000 GMT",2025-01-14T18:50:23.048769+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,0792091ed677f257,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,16,15,"Jan 14, 2025 18:50:23.048894000 GMT",2025-01-14T18:50:23.048894+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,7bf8799348c82478,streaming_sample_manifest_limited_csv_extract
