seed,role,global_or_local_index,score,threshold,file,attack_type,report_only_attribution_not_selection
42,medium_attack_eval_report_only,12050,0.05313188024364003,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12051,0.05079127655321816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12052,0.05079127655321816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12053,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12054,0.05313188024364003,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12055,0.05079127655321816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12056,0.05313188024364003,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12057,0.05079127655321816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12058,0.06597295064693816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12059,0.05313188024364003,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12061,0.05079127655321816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12066,0.06597295064693816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12067,0.06597295064693816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12068,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12069,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12070,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12071,0.06597295064693816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12072,0.06597295064693816,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12073,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12074,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12075,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12076,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12077,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12078,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12079,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12080,0.08322547080856652,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12081,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12082,0.06675456607389815,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12083,0.08322547080856652,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12084,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12085,0.06675456607389815,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12086,0.06675456607389815,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12087,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12088,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12089,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12090,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12091,0.06675456607389815,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12092,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12093,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12094,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12095,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12096,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12097,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12098,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12099,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12100,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12101,0.05477348816252334,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12102,0.06675456607389815,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12103,0.06675456607389815,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,medium_attack_eval_report_only,12104,0.06912019430906759,0.0,processed/iotsim-building-monitor-1.csv,attack,True
42,dev_heavy_query_report_only,1000,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1001,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1002,0.16520080759781677,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1003,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1004,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1005,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1006,0.8207297775117965,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1007,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1008,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1009,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1010,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1011,0.14300050831237718,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1012,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1013,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1014,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1015,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1016,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1017,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1018,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1019,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1020,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1021,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1022,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1023,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1024,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1025,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1026,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1027,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1028,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1029,0.8207297775117965,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1030,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1031,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1032,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1033,0.8207297775117965,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1034,0.16520080759781677,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1035,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1036,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1037,0.16520080759781677,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1038,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1039,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1040,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1041,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1042,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1043,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1044,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1045,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1046,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1047,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
42,dev_heavy_query_report_only,1048,0.9395191281614712,0.0,processed/iotsim-ip-camera-museum-1.csv,attack,True
