seed,risk_model,risk_threshold,strong_margin_q,strong_margin_floor,weak_margin_ceiling,attack_outer_norm,review_budget,risk_calib_auc_proxy_mean_pos,risk_calib_auc_proxy_mean_neg,dev_attack_min,dev_ood_max,dev_review_max,id_hard,ood_val_hard,ood_stress_hard,support_val_hard,dev_future_near_hard,dev_future_mid_hard,dev_future_far_hard,feasible_1pct,feasible_5pct,selection_uses_final_ood,selection_uses_report_only_attack,dev_score
42,logreg_balanced,0.5,0.25,0.5539128175879958,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.796875,0.0010526315789473684,0.0,0.0,0.0006666666666666666,0.0010526315789473684,0.796875,0.9393063583815029,1.0,0.9410029498525073,False,False,False,False,0.795296052631579
42,logreg_balanced,0.5,0.25,0.5539128175879958,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.796875,0.0010526315789473684,0.0,0.0,0.0006666666666666666,0.0010526315789473684,0.796875,0.9393063583815029,1.0,0.9410029498525073,False,False,False,False,0.795296052631579
42,logreg_balanced,0.5,0.25,0.5539128175879958,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.796875,0.0010526315789473684,0.0,0.0,0.0006666666666666666,0.0010526315789473684,0.796875,0.9393063583815029,1.0,0.9410029498525073,False,False,False,False,0.795296052631579
42,logreg_balanced,0.5,0.25,0.5539128175879958,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.796875,0.0010526315789473684,0.0,0.0,0.0006666666666666666,0.0010526315789473684,0.796875,0.9393063583815029,1.0,0.9410029498525073,False,False,False,False,0.795296052631579
42,logreg_balanced,0.6,0.0,0.11510159944632571,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.984375,0.25933333333333336,0.0,0.0,0.25933333333333336,0.02736842105263158,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.595375
42,logreg_balanced,0.6,0.0,0.11510159944632571,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.22933333333333333,0.03,0.0,0.22933333333333333,0.002105263157894737,0.96875,0.9710982658959537,1.0,0.967551622418879,False,False,False,False,0.593551622418879
42,logreg_balanced,0.6,0.0,0.11510159944632571,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.9375,0.20933333333333334,0.05,0.0,0.20933333333333334,0.002105263157894737,0.9375,0.9508670520231214,1.0,0.9498525073746312,False,False,False,False,0.5734999999999999
42,logreg_balanced,0.6,0.0,0.11510159944632571,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.984375,0.286,0.0,0.0,0.286,0.02736842105263158,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.5553750000000001
42,logreg_balanced,0.6,0.0,0.11510159944632571,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.256,0.03,0.0,0.256,0.002105263157894737,0.96875,0.9710982658959537,1.0,0.967551622418879,False,False,False,False,0.553551622418879
42,logreg_balanced,0.6,0.0,0.11510159944632571,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.9375,0.236,0.05,0.0,0.236,0.002105263157894737,0.9375,0.9508670520231214,1.0,0.9498525073746312,False,False,False,False,0.5335
42,logreg_balanced,0.6,0.1,0.40853876100884406,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.1,0.40853876100884406,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.1,0.40853876100884406,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.1,0.40853876100884406,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.1,0.40853876100884406,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.1,0.40853876100884406,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.25,0.5539128175879958,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.25,0.5539128175879958,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.25,0.5539128175879958,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.25,0.5539128175879958,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.25,0.5539128175879958,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.6,0.25,0.5539128175879958,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.796875,0.002105263157894737,0.0,0.0,0.0006666666666666666,0.002105263157894737,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7937171052631579
42,logreg_balanced,0.7,0.0,0.11510159944632571,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.984375,0.25933333333333336,0.0,0.0,0.25933333333333336,0.028421052631578948,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.595375
42,logreg_balanced,0.7,0.0,0.11510159944632571,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.22933333333333333,0.03,0.0,0.22933333333333333,0.003157894736842105,0.96875,0.9710982658959537,1.0,0.967551622418879,False,False,False,False,0.593551622418879
42,logreg_balanced,0.7,0.0,0.11510159944632571,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.9375,0.20933333333333334,0.05,0.0,0.20933333333333334,0.003157894736842105,0.9375,0.9508670520231214,1.0,0.9498525073746312,False,False,False,False,0.5734999999999999
42,logreg_balanced,0.7,0.0,0.11510159944632571,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.984375,0.286,0.0,0.0,0.286,0.028421052631578948,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.5553750000000001
42,logreg_balanced,0.7,0.0,0.11510159944632571,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.256,0.03,0.0,0.256,0.003157894736842105,0.96875,0.9710982658959537,1.0,0.967551622418879,False,False,False,False,0.553551622418879
42,logreg_balanced,0.7,0.0,0.11510159944632571,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.9375,0.236,0.05,0.0,0.236,0.003157894736842105,0.9375,0.9508670520231214,1.0,0.9498525073746312,False,False,False,False,0.5335
42,logreg_balanced,0.7,0.1,0.40853876100884406,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.1,0.40853876100884406,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.1,0.40853876100884406,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.1,0.40853876100884406,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.1,0.40853876100884406,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.1,0.40853876100884406,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.25,0.5539128175879958,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.25,0.5539128175879958,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.25,0.5539128175879958,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.25,0.5539128175879958,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.25,0.5539128175879958,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.7,0.25,0.5539128175879958,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.796875,0.003157894736842105,0.0,0.0,0.0006666666666666666,0.003157894736842105,0.796875,0.9421965317919075,1.0,0.9469026548672567,False,False,False,False,0.7921381578947368
42,logreg_balanced,0.8,0.0,0.11510159944632571,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.984375,0.25933333333333336,0.0,0.0,0.25933333333333336,0.03894736842105263,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.595375
42,logreg_balanced,0.8,0.0,0.11510159944632571,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.22933333333333333,0.03,0.0,0.22933333333333333,0.01368421052631579,0.96875,0.9710982658959537,1.0,0.967551622418879,False,False,False,False,0.593551622418879
42,logreg_balanced,0.8,0.0,0.11510159944632571,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.9375,0.20933333333333334,0.05,0.0,0.20933333333333334,0.01368421052631579,0.9375,0.9508670520231214,1.0,0.9646017699115044,False,False,False,False,0.5734999999999999
42,logreg_balanced,0.8,0.0,0.11510159944632571,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.984375,0.286,0.0,0.0,0.286,0.03894736842105263,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.5553750000000001
42,logreg_balanced,0.8,0.0,0.11510159944632571,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.256,0.03,0.0,0.256,0.01368421052631579,0.96875,0.9710982658959537,1.0,0.967551622418879,False,False,False,False,0.553551622418879
42,logreg_balanced,0.8,0.0,0.11510159944632571,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.9375,0.236,0.05,0.0,0.236,0.01368421052631579,0.9375,0.9508670520231214,1.0,0.9646017699115044,False,False,False,False,0.5335
42,logreg_balanced,0.8,0.1,0.40853876100884406,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.1,0.40853876100884406,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.1,0.40853876100884406,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.1,0.40853876100884406,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.1,0.40853876100884406,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.1,0.40853876100884406,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.25,0.5539128175879958,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.25,0.5539128175879958,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.25,0.5539128175879958,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.25,0.5539128175879958,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.25,0.5539128175879958,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.8,0.25,0.5539128175879958,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.796875,0.01368421052631579,0.0,0.0,0.0006666666666666666,0.01368421052631579,0.796875,0.9421965317919075,1.0,0.9646017699115044,False,False,False,False,0.7763486842105263
42,logreg_balanced,0.9,0.0,0.11510159944632571,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.984375,0.27066666666666667,0.0,0.0,0.27066666666666667,0.03929824561403509,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.578375
42,logreg_balanced,0.9,0.0,0.11510159944632571,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.24066666666666667,0.03,0.0,0.24066666666666667,0.014385964912280702,0.96875,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.576551622418879
42,logreg_balanced,0.9,0.0,0.11510159944632571,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.9375,0.22066666666666668,0.05,0.0,0.22066666666666668,0.014385964912280702,0.9375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.5565
42,logreg_balanced,0.9,0.0,0.11510159944632571,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.984375,0.29733333333333334,0.0,0.0,0.29733333333333334,0.03929824561403509,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.538375
42,logreg_balanced,0.9,0.0,0.11510159944632571,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.2673333333333333,0.03,0.0,0.2673333333333333,0.014385964912280702,0.96875,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.5365516224188791
42,logreg_balanced,0.9,0.0,0.11510159944632571,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.9375,0.24733333333333332,0.05,0.0,0.24733333333333332,0.014385964912280702,0.9375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.5165
42,logreg_balanced,0.9,0.1,0.40853876100884406,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.1,0.40853876100884406,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.1,0.40853876100884406,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.1,0.40853876100884406,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.1,0.40853876100884406,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.1,0.40853876100884406,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.25,0.5539128175879958,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.25,0.5539128175879958,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.25,0.5539128175879958,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.25,0.5539128175879958,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.25,0.5539128175879958,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.9,0.25,0.5539128175879958,0.5539128175879958,1.25,0.05,0.98039812917482,0.08058235264032368,0.84375,0.016666666666666666,0.0,0.0,0.016666666666666666,0.014385964912280702,0.84375,0.976878612716763,1.0,0.967551622418879,False,False,False,False,0.81875
42,logreg_balanced,0.95,0.0,0.11510159944632571,0.5539128175879958,1.0,0.0,0.98039812917482,0.08058235264032368,0.984375,0.28933333333333333,0.0,0.0,0.28933333333333333,0.039649122807017545,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.5503750000000001
42,logreg_balanced,0.95,0.0,0.11510159944632571,0.5539128175879958,1.0,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.25933333333333336,0.03,0.0,0.25933333333333336,0.015087719298245613,0.96875,0.9826589595375722,1.0,0.967551622418879,False,False,False,False,0.548551622418879
42,logreg_balanced,0.95,0.0,0.11510159944632571,0.5539128175879958,1.0,0.05,0.98039812917482,0.08058235264032368,0.9375,0.23933333333333334,0.05,0.0,0.23933333333333334,0.015087719298245613,0.9375,0.9826589595375722,1.0,0.967551622418879,False,False,False,False,0.5285
42,logreg_balanced,0.95,0.0,0.11510159944632571,0.5539128175879958,1.25,0.0,0.98039812917482,0.08058235264032368,0.984375,0.316,0.0,0.0,0.316,0.039649122807017545,0.984375,1.0,1.0,0.9970501474926253,False,False,False,False,0.510375
42,logreg_balanced,0.95,0.0,0.11510159944632571,0.5539128175879958,1.25,0.03,0.98039812917482,0.08058235264032368,0.967551622418879,0.286,0.03,0.0,0.286,0.015087719298245613,0.96875,0.9826589595375722,1.0,0.967551622418879,False,False,False,False,0.5085516224188791
