strategy,head_name,head_family,variant_name,fit_mode,threshold_rule,threshold_source_roles,support_adaptation,ood_guard,threshold_safety,id_alarm,ood_val_alarm,final_ood_alarm,attack_support_detection,attack_eval_detection,feasible_under_1pct,collapse_flag_attack_eval_lt_0p20,ood_overbudget_flag,final_eval_used_for_selection,attack_eval_used_for_selection,diagnostic_only,formal_benchmark,full_contract_pending,status,reason
reset_at_split_boundary,DeepSADStyle_Lite,deepsad,no_support_ood_guard,id_only,max_id_ood_val_q99,id_benign_train|ood_benign_val,False,True,True,0.0,0.01,0.0003333333333333333,0.0,0.0,True,True,False,False,False,True,False,True,pass,
reset_at_split_boundary,DeepSADStyle_Lite,deepsad,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.01,0.042,0.21875,0.7626666666666667,False,False,True,False,False,True,False,True,pass,
reset_at_split_boundary,DevNetStyle_MLP,mlp,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.01,0.645,0.3963333333333333,0.96875,0.992,False,False,True,False,False,True,False,True,pass,
reset_at_split_boundary,DevNetStyle_MLP,mlp,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0,0.15633333333333332,0.19233333333333333,0.0,0.0008888888888888889,False,True,True,False,False,True,False,True,pass,
reset_at_split_boundary,DevNetStyle_MLP,mlp,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.15633333333333332,0.19233333333333333,0.0,0.0008888888888888889,False,True,True,False,False,True,False,True,pass,
reset_at_split_boundary,DevNetStyle_MLP,,no_support_ood_guard,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_supervised_head_requires_two_classes
reset_at_split_boundary,IsolationForest,isoforest,raw_idonly_id_threshold,id_only,id_q99,id_benign_train,False,False,False,0.01,0.13733333333333334,0.22733333333333333,0.15625,0.7817777777777778,False,False,True,False,False,True,False,True,pass,
reset_at_split_boundary,IsolationForest,isoforest,ood_guard_only,id_only,max_id_ood_val_q99,id_benign_train|ood_benign_val,False,True,True,0.002,0.010333333333333333,0.04933333333333333,0.0,0.0,False,True,True,False,False,True,False,True,pass,
reset_at_split_boundary,IsolationForest,,support_adaptation,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_no_support_adaptation_interface
train_state_then_eval_online,LR,lr,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.01,0.6883333333333334,0.5316666666666666,0.96875,0.9715555555555555,False,False,True,False,False,True,False,True,pass,
train_state_then_eval_online,LR,lr,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0,0.01,0.20866666666666667,0.0,0.0008888888888888889,False,True,True,False,False,True,False,True,pass,
train_state_then_eval_online,LR,lr,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.01,0.20866666666666667,0.0,0.0008888888888888889,False,True,True,False,False,True,False,True,pass,
train_state_then_eval_online,LR,,no_support_ood_guard,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_supervised_head_requires_two_classes
train_state_then_eval_online,HistGB,histgb,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.01,0.37,0.42333333333333334,1.0,0.8835555555555555,False,False,True,False,False,True,False,True,pass,
train_state_then_eval_online,HistGB,histgb,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0,0.026333333333333334,0.023,0.78125,0.25733333333333336,False,False,True,False,False,True,False,True,pass,
train_state_then_eval_online,HistGB,histgb,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.026333333333333334,0.023,0.78125,0.25733333333333336,False,False,True,False,False,True,False,True,pass,
train_state_then_eval_online,HistGB,,no_support_ood_guard,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_supervised_head_requires_two_classes
train_state_then_eval_online,DeepSADStyle_Lite,deepsad,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.01,0.4703333333333333,0.2816666666666667,0.53125,0.058666666666666666,False,True,True,False,False,True,False,True,pass,
train_state_then_eval_online,DeepSADStyle_Lite,deepsad,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0,0.01,0.008666666666666666,0.09375,0.0,True,True,False,False,False,True,False,True,pass,
train_state_then_eval_online,DeepSADStyle_Lite,deepsad,no_support_ood_guard,id_only,max_id_ood_val_q99,id_benign_train|ood_benign_val,False,True,True,0.0,0.01,0.0003333333333333333,0.0,0.0,True,True,False,False,False,True,False,True,pass,
train_state_then_eval_online,DeepSADStyle_Lite,deepsad,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.01,0.008666666666666666,0.09375,0.0,True,True,False,False,False,True,False,True,pass,
train_state_then_eval_online,DevNetStyle_MLP,mlp,raw_support_id_threshold,id_support32,id_q99,id_benign_train,True,False,False,0.01,0.542,0.3343333333333333,0.9375,0.9902222222222222,False,False,True,False,False,True,False,True,pass,
train_state_then_eval_online,DevNetStyle_MLP,mlp,threshold_guard_only,id_support32,ood_val_q99,ood_benign_val,True,True,True,0.0,0.07466666666666667,0.12766666666666668,0.0,0.0008888888888888889,False,True,True,False,False,True,False,True,pass,
train_state_then_eval_online,DevNetStyle_MLP,mlp,full_guarded_protocol,id_support32,max_id_ood_val_q99,id_benign_train|ood_benign_val,True,True,True,0.0,0.07466666666666667,0.12766666666666668,0.0,0.0008888888888888889,False,True,True,False,False,True,False,True,pass,
train_state_then_eval_online,DevNetStyle_MLP,,no_support_ood_guard,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_supervised_head_requires_two_classes
train_state_then_eval_online,IsolationForest,isoforest,raw_idonly_id_threshold,id_only,id_q99,id_benign_train,False,False,False,0.01,0.24966666666666668,0.23633333333333334,0.0,0.0,False,True,True,False,False,True,False,True,pass,
train_state_then_eval_online,IsolationForest,isoforest,ood_guard_only,id_only,max_id_ood_val_q99,id_benign_train|ood_benign_val,False,True,True,0.001,0.01,0.04833333333333333,0.0,0.0,False,True,True,False,False,True,False,True,pass,
train_state_then_eval_online,IsolationForest,,support_adaptation,,,,,,,,,,,,,,,,,True,False,,implementation_incomplete,implementation_incomplete_no_support_adaptation_interface
