proxy_name,primary_selects_v1_rate,holdout_bin2_selects_v2_rate,chrono_selects_v2_rate,proxy_correct_rate,proxy_strict_correct_rate,mean_review_burden,max_review_burden,feasibility_rate,mean_final_detection_report_only,max_final_ood_alarm_report_only,limitations
proxy_C_disagreement_review_budget_0.005,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.001466666666666666,0.0017,0.6666666666666666,0.8217253609961391,0.0156,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_C_disagreement_review_budget_0.010,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.001466666666666666,0.0017,0.6666666666666666,0.8217253609961391,0.0156,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_C_disagreement_review_budget_0.020,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.001466666666666666,0.0017,0.6666666666666666,0.8217253609961391,0.0156,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_D_representation_relative_shift_positive,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.001466666666666666,0.0017,0.6666666666666666,0.8217253609961391,0.0156,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_A_support_holdout_delta_0.05,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_A_support_holdout_delta_0.10,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_B_tail_margin_delta_0.00sigma,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_B_tail_margin_delta_0.25sigma,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_B_tail_margin_delta_0.50sigma,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_E_hybrid_sup0.05_sep0.00sigma_review0.005,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_E_hybrid_sup0.05_sep0.00sigma_review0.010,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_E_hybrid_sup0.05_sep0.00sigma_review0.020,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_E_hybrid_sup0.05_sep0.25sigma_review0.005,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_E_hybrid_sup0.05_sep0.25sigma_review0.010,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_E_hybrid_sup0.05_sep0.25sigma_review0.020,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_E_hybrid_sup0.05_sep0.50sigma_review0.005,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
proxy_E_hybrid_sup0.05_sep0.50sigma_review0.010,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.009999999999999993,0.0136,1.0,0.6452218529361758,0.0036,diagnostic proxy construction; final metrics are report-only and not used to select proxy thresholds
