seed,role,gate_label,gate_name,margin,hard_alarm_rate,needs_review_rate,suppressed_rate,operational_attention_rate,report_only_if_final_or_attack,used_for_gate_selection
42,id_calib_dev,baseline_no_veto,baseline_no_veto,0.0,0.0,0.0,0.0,0.0,False,False
42,id_calib_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0,0.0,False,False
42,id_calib_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0,0.0,False,False
42,id_calib_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0,0.0,False,False
42,id_calib_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-0.055317592620849385,0.0,0.0,0.0,0.0,False,False
42,ood_val_dev,baseline_no_veto,baseline_no_veto,0.0,0.0006666666666666666,0.0,0.0,0.0006666666666666666,False,False
42,ood_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0006666666666666666,0.0,False,False
42,ood_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0006666666666666666,0.0,False,False
42,ood_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0006666666666666666,0.0,False,False
42,ood_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-0.055317592620849385,0.0,0.0,0.0006666666666666666,0.0,False,False
42,support_val_dev,baseline_no_veto,baseline_no_veto,0.0,1.0,0.0,0.0,1.0,False,False
42,support_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.9375,0.0,0.0625,0.9375,False,False
42,support_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.9375,0.0625,0.9375,False,False
42,support_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.96875,0.0,0.03125,0.96875,False,False
42,support_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-0.055317592620849385,1.0,0.0,0.0,1.0,False,False
42,final_ood_benign_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.2753333333333333,0.0,0.0,0.2753333333333333,True,False
42,final_ood_benign_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.002,0.0,0.2733333333333333,0.002,True,False
42,final_ood_benign_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.002,0.0,0.2733333333333333,0.002,True,False
42,final_ood_benign_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.027,0.0,0.24833333333333332,0.027,True,False
42,final_ood_benign_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-0.055317592620849385,0.027666666666666666,0.0,0.24766666666666667,0.027666666666666666,True,False
42,medium_attack_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.992,0.0,0.0,0.992,True,False
42,medium_attack_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.668,0.0,0.324,0.668,True,False
42,medium_attack_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0013333333333333333,0.6666666666666666,0.324,0.668,True,False
42,medium_attack_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.9391111111111111,0.0,0.05288888888888889,0.9391111111111111,True,False
42,medium_attack_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-0.055317592620849385,0.948,0.0,0.044,0.948,True,False
42,dev_heavy_query_report_only,baseline_no_veto,baseline_no_veto,0.0,0.9995,0.0,0.0,0.9995,True,False
42,dev_heavy_query_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.1065,0.0,0.893,0.1065,True,False
42,dev_heavy_query_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.1065,0.893,0.1065,True,False
42,dev_heavy_query_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.99925,0.0,0.00025,0.99925,True,False
42,dev_heavy_query_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-0.055317592620849385,0.99925,0.0,0.00025,0.99925,True,False
43,id_calib_dev,baseline_no_veto,baseline_no_veto,0.0,0.0,0.0,0.0,0.0,False,False
43,id_calib_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0,0.0,False,False
43,id_calib_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0,0.0,False,False
43,id_calib_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0,0.0,False,False
43,id_calib_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.0,0.0,0.0,0.0,False,False
43,ood_val_dev,baseline_no_veto,baseline_no_veto,0.0,0.0,0.0,0.0,0.0,False,False
43,ood_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0,0.0,False,False
43,ood_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0,0.0,False,False
43,ood_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0,0.0,False,False
43,ood_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.0,0.0,0.0,0.0,False,False
43,support_val_dev,baseline_no_veto,baseline_no_veto,0.0,0.84375,0.0,0.0,0.84375,False,False
43,support_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.78125,0.0,0.0625,0.78125,False,False
43,support_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.78125,0.0625,0.78125,False,False
43,support_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.75,0.0,0.09375,0.75,False,False
43,support_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.84375,0.0,0.0,0.84375,False,False
43,final_ood_benign_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.011,0.0,0.0,0.011,True,False
43,final_ood_benign_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.011,0.0,True,False
43,final_ood_benign_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.011,0.0,True,False
43,final_ood_benign_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.011,0.0,True,False
43,final_ood_benign_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.011,0.0,0.0,0.011,True,False
43,medium_attack_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.9395555555555556,0.0,0.0,0.9395555555555556,True,False
43,medium_attack_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.8031111111111111,0.0,0.13644444444444445,0.8031111111111111,True,False
43,medium_attack_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0013333333333333333,0.8017777777777778,0.13644444444444445,0.8031111111111111,True,False
43,medium_attack_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.9173333333333333,0.0,0.022222222222222223,0.9173333333333333,True,False
43,medium_attack_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.9395555555555556,0.0,0.0,0.9395555555555556,True,False
43,dev_heavy_query_report_only,baseline_no_veto,baseline_no_veto,0.0,0.99675,0.0,0.0,0.99675,True,False
43,dev_heavy_query_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.17175,0.0,0.825,0.17175,True,False
43,dev_heavy_query_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.17175,0.825,0.17175,True,False
43,dev_heavy_query_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.99675,0.0,0.0,0.99675,True,False
43,dev_heavy_query_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.99675,0.0,0.0,0.99675,True,False
44,id_calib_dev,baseline_no_veto,baseline_no_veto,0.0,0.0,0.0,0.0,0.0,False,False
44,id_calib_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0,0.0,False,False
44,id_calib_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0,0.0,False,False
44,id_calib_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0,0.0,False,False
44,id_calib_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.0,0.0,0.0,0.0,False,False
44,ood_val_dev,baseline_no_veto,baseline_no_veto,0.0,0.0013333333333333333,0.0,0.0,0.0013333333333333333,False,False
44,ood_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0013333333333333333,0.0,False,False
44,ood_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0013333333333333333,0.0,False,False
44,ood_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0013333333333333333,0.0,False,False
44,ood_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.0013333333333333333,0.0,0.0,0.0013333333333333333,False,False
44,support_val_dev,baseline_no_veto,baseline_no_veto,0.0,0.875,0.0,0.0,0.875,False,False
44,support_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.8125,0.0,0.0625,0.8125,False,False
44,support_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.8125,0.0625,0.8125,False,False
44,support_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.8125,0.0,0.0625,0.8125,False,False
44,support_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.875,0.0,0.0,0.875,False,False
44,final_ood_benign_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.261,0.0,0.0,0.261,True,False
44,final_ood_benign_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0026666666666666666,0.0,0.25833333333333336,0.0026666666666666666,True,False
44,final_ood_benign_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.002,0.0006666666666666666,0.25833333333333336,0.0026666666666666666,True,False
44,final_ood_benign_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.02666666666666667,0.0,0.23433333333333334,0.02666666666666667,True,False
44,final_ood_benign_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.261,0.0,0.0,0.261,True,False
44,medium_attack_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.9915555555555555,0.0,0.0,0.9915555555555555,True,False
44,medium_attack_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.6448888888888888,0.0,0.3466666666666667,0.6448888888888888,True,False
44,medium_attack_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0013333333333333333,0.6435555555555555,0.3466666666666667,0.6448888888888888,True,False
44,medium_attack_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.9773333333333334,0.0,0.014222222222222223,0.9773333333333334,True,False
44,medium_attack_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.9915555555555555,0.0,0.0,0.9915555555555555,True,False
44,dev_heavy_query_report_only,baseline_no_veto,baseline_no_veto,0.0,0.9995,0.0,0.0,0.9995,True,False
44,dev_heavy_query_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.08975,0.0,0.90975,0.08975,True,False
44,dev_heavy_query_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.08975,0.90975,0.08975,True,False
44,dev_heavy_query_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.99925,0.0,0.00025,0.99925,True,False
44,dev_heavy_query_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.521484375,0.9995,0.0,0.0,0.9995,True,False
45,id_calib_dev,baseline_no_veto,baseline_no_veto,0.0,0.0,0.0,0.0,0.0,False,False
45,id_calib_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0,0.0,False,False
45,id_calib_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0,0.0,False,False
45,id_calib_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0,0.0,False,False
45,id_calib_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.0,0.0,0.0,0.0,False,False
45,ood_val_dev,baseline_no_veto,baseline_no_veto,0.0,0.0,0.0,0.0,0.0,False,False
45,ood_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0,0.0,False,False
45,ood_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0,0.0,False,False
45,ood_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0,0.0,False,False
