source_group,requested_rows,max_recorded_index,processed_prefix_rows,feature_dim,timestamp_parse_failures,recorded_order_timestamp_violations,canonical_sort_policy,raw_label_column_read,seconds
processed/iotsim-building-monitor-2.csv,1690,1739,1740,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.08369255065917969
processed/iotsim-building-monitor-3.csv,914,963,964,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.052178144454956055
processed/iotsim-city-power-1.csv,30,57190,57191,48,0,15,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.8601701259613037
processed/iotsim-combined-cycle-10.csv,3168,126688,126689,48,0,26,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,18.78744149208069
processed/iotsim-combined-cycle-tls-3.csv,270,1940,1941,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.04734158515930176
processed/iotsim-combined-cycle-tls-4.csv,270,1943,1944,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.049649715423583984
processed/iotsim-combined-cycle-tls-5.csv,269,1940,1941,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.0474696159362793
processed/iotsim-cooler-motor-5.csv,3191,22470,22471,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.7114157676696777
processed/iotsim-cooler-motor-6.csv,1306,22464,22465,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.4749104976654053
processed/iotsim-cooler-motor-7.csv,1306,22458,22459,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.45844340324401855
processed/iotsim-cooler-motor-8.csv,292,5060,5061,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.10984683036804199
processed/iotsim-cooler-motor-9.csv,96,1681,1682,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.04208111763000488
processed/iotsim-domotic-monitor-1.csv,972,149980,149981,48,0,58,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,4.498537302017212
processed/iotsim-hydraulic-system-1.csv,1353,3868,3869,48,0,1,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.13312053680419922
processed/iotsim-hydraulic-system-10.csv,869,2503,2504,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.08185148239135742
processed/iotsim-hydraulic-system-11.csv,856,2465,2466,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.07332801818847656
processed/iotsim-hydraulic-system-12.csv,601,2494,2495,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.06301569938659668
processed/iotsim-hydraulic-system-13.csv,597,2477,2478,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.06192660331726074
processed/iotsim-hydraulic-system-14.csv,598,2480,2481,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.06798481941223145
processed/iotsim-hydraulic-system-15.csv,601,2494,2495,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.06921577453613281
processed/iotsim-hydraulic-system-2.csv,603,2499,2500,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,0.06984090805053711
processed/iotsim-ip-camera-street-2.csv,3000,99999,100000,48,0,1,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,12.036023616790771
processed/iotsim-stream-consumer-1.csv,4000,149999,150000,48,0,10,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,12.814840316772461
processed/iotsim-stream-consumer-2.csv,3000,79999,80000,48,0,0,timestamp_ascending_then_recorded_index_stable; target state strictly past-only,False,8.639114141464233
